51.290363/-0.529439,51.290363,-0.529439
51.276516/-0.439130,51.276516,-0.439130
51.273169/-0.398112,51.273169,-0.398112
51.269662/-0.399140,51.269662,-0.399140
51.272563/-0.401838,51.272563,-0.401838
51.289014/-0.381069,51.289014,-0.381069
51.279672/-0.374198,51.279672,-0.374198
51.279444/-0.374287,51.279444,-0.374287
51.288208/-0.352678,51.288208,-0.352678
51.290175/-0.333934,51.290175,-0.333934
51.279424/-0.273831,51.279424,-0.273831
51.281800/-0.246963,51.281800,-0.246963
51.289772/-0.235637,51.289772,-0.235637
51.287229/-0.227793,51.287229,-0.227793
51.269156/-0.211611,51.269156,-0.211611
51.275203/-0.209694,51.275203,-0.209694
51.285657/-0.219675,51.285657,-0.219675
51.268720/-0.152219,51.268720,-0.152219
51.285271/-0.124757,51.285271,-0.124757
51.280485/-0.079660,51.280485,-0.079660
51.287780/-0.098109,51.287780,-0.098109
51.281563/-0.090837,51.281563,-0.090837
51.282958/-0.078994,51.282958,-0.078994
51.288380/-0.089057,51.288380,-0.089057
51.287202/-0.089035,51.287202,-0.089035
51.282184/-0.085323,51.282184,-0.085323
51.282385/-0.075342,51.282385,-0.075342
51.286774/-0.037236,51.286774,-0.037236
51.290111/-0.051774,51.290111,-0.051774
51.277263/0.015747,51.277263,0.015747
51.279276/0.104337,51.279276,0.104337
51.278194/0.178710,51.278194,0.178710
51.283640/0.170522,51.283640,0.170522
51.281037/0.165273,51.281037,0.165273
51.287505/0.167916,51.287505,0.167916
51.284651/0.169674,51.284651,0.169674
51.285359/0.149117,51.285359,0.149117
51.279666/0.162191,51.279666,0.162191
51.284895/0.179171,51.284895,0.179171
51.289794/0.218058,51.289794,0.218058
51.288232/0.193548,51.288232,0.193548
51.286489/0.185283,51.286489,0.185283
51.285195/0.218627,51.285195,0.218627
51.273359/0.188911,51.273359,0.188911
51.275047/0.194066,51.275047,0.194066
51.289736/0.203737,51.289736,0.203737
51.281648/0.194396,51.281648,0.194396
51.276863/0.181995,51.276863,0.181995
51.276565/0.192804,51.276565,0.192804
51.269558/0.192991,51.269558,0.192991
51.270208/0.193036,51.270208,0.193036
51.271660/0.191113,51.271660,0.191113
51.288415/0.221731,51.288415,0.221731
51.274110/0.253714,51.274110,0.253714
51.301622/-0.537285,51.301622,-0.537285
51.295667/-0.541618,51.295667,-0.541618
51.311622/-0.535249,51.311622,-0.535249
51.311914/-0.477072,51.311914,-0.477072
51.309954/-0.494198,51.309954,-0.494198
51.311516/-0.471643,51.311516,-0.471643
51.300561/-0.492168,51.300561,-0.492168
51.307967/-0.478039,51.307967,-0.478039
51.312028/-0.473898,51.312028,-0.473898
51.301222/-0.490154,51.301222,-0.490154
51.301348/-0.489222,51.301348,-0.489222
51.299218/-0.491663,51.299218,-0.491663
51.291145/-0.354814,51.291145,-0.354814
51.293956/-0.329048,51.293956,-0.329048
51.294374/-0.332002,51.294374,-0.332002
51.299276/-0.335147,51.299276,-0.335147
51.299062/-0.333321,51.299062,-0.333321
51.296598/-0.330915,51.296598,-0.330915
51.306394/-0.331007,51.306394,-0.331007
51.303709/-0.257814,51.303709,-0.257814
51.309560/-0.241357,51.309560,-0.241357
51.294954/-0.212617,51.294954,-0.212617
51.305342/-0.219869,51.305342,-0.219869
51.306552/-0.222869,51.306552,-0.222869
51.292332/-0.161309,51.292332,-0.161309
51.295829/-0.167764,51.295829,-0.167764
51.308879/-0.175731,51.308879,-0.175731
51.309339/-0.169630,51.309339,-0.169630
51.312446/-0.154898,51.312446,-0.154898
51.298542/-0.133389,51.298542,-0.133389
51.299479/-0.134926,51.299479,-0.134926
51.297759/-0.113525,51.297759,-0.113525
51.306711/-0.119219,51.306711,-0.119219
51.307886/-0.121796,51.307886,-0.121796
51.308671/-0.123607,51.308671,-0.123607
51.296237/-0.109218,51.296237,-0.109218
51.295610/-0.111850,51.295610,-0.111850
51.307691/-0.102434,51.307691,-0.102434
51.308601/-0.082140,51.308601,-0.082140
51.310040/-0.091930,51.310040,-0.091930
51.291199/-0.100964,51.291199,-0.100964
51.301677/-0.097613,51.301677,-0.097613
51.303406/-0.076860,51.303406,-0.076860
51.304211/-0.091482,51.304211,-0.091482
51.302817/-0.100211,51.302817,-0.100211
51.309657/-0.081171,51.309657,-0.081171
51.310766/-0.079720,51.310766,-0.079720
51.310627/-0.089596,51.310627,-0.089596
51.310565/-0.076166,51.310565,-0.076166
51.308402/-0.051139,51.308402,-0.051139
51.309650/-0.055889,51.309650,-0.055889
51.310133/-0.057088,51.310133,-0.057088
51.308807/-0.040990,51.308807,-0.040990
51.301463/0.052266,51.301463,0.052266
51.293011/0.025483,51.293011,0.025483
51.309827/0.036656,51.309827,0.036656
51.311749/0.035033,51.311749,0.035033
51.310550/0.035539,51.310550,0.035539
51.310490/0.104612,51.310490,0.104612
51.298640/0.163000,51.298640,0.163000
51.300092/0.160009,51.300092,0.160009
51.294163/0.171818,51.294163,0.171818
51.293857/0.166680,51.293857,0.166680
51.297753/0.164249,51.297753,0.164249
51.311910/0.174185,51.311910,0.174185
51.296104/0.165271,51.296104,0.165271
51.311845/0.181280,51.311845,0.181280
51.290596/0.206174,51.290596,0.206174
51.306878/0.236769,51.306878,0.236769
51.306056/0.229252,51.306056,0.229252
51.306857/0.230787,51.306857,0.230787
51.310907/0.232395,51.310907,0.232395
51.290660/0.222001,51.290660,0.222001
51.299873/0.230923,51.299873,0.230923
51.333995/-0.527440,51.333995,-0.527440
51.325416/-0.509674,51.325416,-0.509674
51.322111/-0.542882,51.322111,-0.542882
51.323366/-0.509792,51.323366,-0.509792
51.333546/-0.548573,51.333546,-0.548573
51.329543/-0.546686,51.329543,-0.546686
51.324963/-0.542229,51.324963,-0.542229
51.314098/-0.474325,51.314098,-0.474325
51.313961/-0.509270,51.313961,-0.509270
51.312996/-0.474016,51.312996,-0.474016
51.317374/-0.473020,51.317374,-0.473020
51.315239/-0.476196,51.315239,-0.476196
51.332908/-0.476157,51.332908,-0.476157
51.322829/-0.489908,51.322829,-0.489908
51.316779/-0.453258,51.316779,-0.453258
51.325697/-0.440345,51.325697,-0.440345
51.327797/-0.430828,51.327797,-0.430828
51.328627/-0.434004,51.328627,-0.434004
51.321731/-0.412430,51.321731,-0.412430
51.327275/-0.406860,51.327275,-0.406860
51.329238/-0.412794,51.329238,-0.412794
51.326597/-0.411435,51.326597,-0.411435
51.323128/-0.392109,51.323128,-0.392109
51.320115/-0.396186,51.320115,-0.396186
51.332553/-0.419342,51.332553,-0.419342
51.328579/-0.424520,51.328579,-0.424520
51.328539/-0.422844,51.328539,-0.422844
51.316890/-0.362471,51.316890,-0.362471
51.320429/-0.384802,51.320429,-0.384802
51.313047/-0.311345,51.313047,-0.311345
51.314212/-0.307804,51.314212,-0.307804
51.332074/-0.309781,51.332074,-0.309781
51.316037/-0.279592,51.316037,-0.279592
51.314215/-0.303266,51.314215,-0.303266
51.330483/-0.268199,51.330483,-0.268199
51.333296/-0.271671,51.333296,-0.271671
51.332812/-0.270021,51.332812,-0.270021
51.330724/-0.270389,51.330724,-0.270389
51.326847/-0.298355,51.326847,-0.298355
51.324222/-0.303410,51.324222,-0.303410
51.334392/-0.268764,51.334392,-0.268764
51.333163/-0.267645,51.333163,-0.267645
51.334758/-0.284765,51.334758,-0.284765
51.332922/-0.283204,51.332922,-0.283204
51.314495/-0.254600,51.314495,-0.254600
51.314447/-0.250775,51.314447,-0.250775
51.321236/-0.260243,51.321236,-0.260243
51.332311/-0.261474,51.332311,-0.261474
51.327865/-0.245813,51.327865,-0.245813
51.327867/-0.257764,51.327867,-0.257764
51.314502/-0.220763,51.314502,-0.220763
51.319735/-0.225334,51.319735,-0.225334
51.325655/-0.224167,51.325655,-0.224167
51.324704/-0.193556,51.324704,-0.193556
51.322740/-0.200607,51.322740,-0.200607
51.319842/-0.148279,51.319842,-0.148279
51.318944/-0.154217,51.318944,-0.154217
51.335226/-0.170841,51.335226,-0.170841
51.324846/-0.169570,51.324846,-0.169570
51.326791/-0.154302,51.326791,-0.154302
51.314852/-0.135879,51.314852,-0.135879
51.315454/-0.132986,51.315454,-0.132986
51.318645/-0.123408,51.318645,-0.123408
51.316060/-0.129007,51.316060,-0.129007
51.314916/-0.135386,51.314916,-0.135386
51.318831/-0.139346,51.318831,-0.139346
51.319712/-0.139207,51.319712,-0.139207
51.321161/-0.137694,51.321161,-0.137694
51.320472/-0.140883,51.320472,-0.140883
51.320198/-0.143463,51.320198,-0.143463
51.321885/-0.134882,51.321885,-0.134882
51.333124/-0.123203,51.333124,-0.123203
51.330018/-0.108816,51.330018,-0.108816
51.326180/-0.112205,51.326180,-0.112205
51.333206/-0.112275,51.333206,-0.112275
51.329211/-0.122786,51.329211,-0.122786
51.328394/-0.117370,51.328394,-0.117370
51.316908/-0.083710,51.316908,-0.083710
51.320141/-0.071922,51.320141,-0.071922
51.329978/-0.074643,51.329978,-0.074643
51.324932/-0.101243,51.324932,-0.101243
51.326482/-0.095232,51.326482,-0.095232
51.317692/-0.063085,51.317692,-0.063085
51.335228/0.029746,51.335228,0.029746
51.315813/0.033211,51.315813,0.033211
51.314335/0.033553,51.314335,0.033553
51.318245/0.073544,51.318245,0.073544
51.330282/0.135460,51.330282,0.135460
51.314592/0.115616,51.314592,0.115616
51.335015/0.129309,51.335015,0.129309
51.315728/0.124061,51.315728,0.124061
51.330280/0.151324,51.330280,0.151324
51.333678/0.154948,51.333678,0.154948
51.334851/0.180384,51.334851,0.180384
51.315664/0.188052,51.315664,0.188052
51.332190/0.188945,51.332190,0.188945
51.333004/0.183198,51.333004,0.183198
51.314149/0.187652,51.314149,0.187652
51.314677/0.189211,51.314677,0.189211
51.313103/0.225188,51.313103,0.225188
51.353150/-0.470466,51.353150,-0.470466
51.347649/-0.492710,51.347649,-0.492710
51.348050/-0.502492,51.348050,-0.502492
51.339555/-0.479091,51.339555,-0.479091
51.344249/-0.478189,51.344249,-0.478189
51.339854/-0.479677,51.339854,-0.479677
51.347777/-0.471944,51.347777,-0.471944
51.338042/-0.469190,51.338042,-0.469190
51.338309/-0.471192,51.338309,-0.471192
51.352923/-0.491897,51.352923,-0.491897
51.335895/-0.506857,51.335895,-0.506857
51.337951/-0.502713,51.337951,-0.502713
51.338137/-0.503315,51.338137,-0.503315
51.340132/-0.505697,51.340132,-0.505697
51.356738/-0.433770,51.356738,-0.433770
51.352873/-0.429821,51.352873,-0.429821
51.349767/-0.432122,51.349767,-0.432122
51.356494/-0.462287,51.356494,-0.462287
51.354659/-0.463297,51.354659,-0.463297
51.354593/-0.463636,51.354593,-0.463636
51.338790/-0.451782,51.338790,-0.451782
51.352392/-0.442262,51.352392,-0.442262
51.350174/-0.462989,51.350174,-0.462989
51.351518/-0.390607,51.351518,-0.390607
51.357133/-0.389082,51.357133,-0.389082
51.348171/-0.382090,51.348171,-0.382090
51.350207/-0.375760,51.350207,-0.375760
51.357135/-0.377303,51.357135,-0.377303
51.352238/-0.385134,51.352238,-0.385134
51.355293/-0.387797,51.355293,-0.387797
